title,company,salary,location,summary
Data Scientist,Methods Business and Digital Technology,"£40,000 - £50,000 a year",Sheffield S1 2BJ,"
Produce high quality, efficient code for both data preparation and analysis, effectively collaborating with other data scientists to refine the approach.
"
Supply Chain Specialist - Data Science,WM Morrisons Supermarkets,,West Yorkshire,"
Supporting the data science team with data and basic modelling tasks including:
Creating data visualisations and possessing an understanding of how to display…
"
Data Scientist (Marketing Analytics),Twinkl,"£30,000 a year",Sheffield•Remote,"
SEMRush, SEOMonitor and other SEO-specific data sources.
Analytical mindset - as a consumer of data you’ll spend a lot of your time interpreting graphs, so a…
"
newData Scientist/ Senior Modelling Analyst,Oscar Technology,"£55,000 - £55,001 a year",Huddersfield,"
Ensure that data from all sources are stored correctly allowing easy access for current needs as well as future use.
Salary - Up to £55,000 plus 10% bonus.
"
newData Scientist,Lumilinks,"£30,000 - £45,000 a year",United Kingdom•Remote,"
This job would suit an entry level data engineer or analyst with 2-3 years strong SQL experience.
You must have a keen interest in analytics and data, be…
"
Text Analyst / Data Scientist,Health & Safety Executive,"£39,334 - £45,865 a year",Buxton•Remote,"
Previous experience as a text analyst, data scientist, or other similar role.
Have worked in a data science field for a minimum of two years.
"
Research Associate in Developing Data-Analytics/Visualisatio...,University of Sheffield,"£32,344 - £40,927 a year",Sheffield,"
Insight from data generated in experiments and/or the process digital twin.
Big-data analytics/visualisation tools to guide experimental efforts to synthesise…
"
Research Associate in Machine Learning for Medical Image Ana...,University of Sheffield,"£32,344 - £40,927 a year",Sheffield,"
Learning software tool on our large-scale cardiac MRI data from pulmonary hypertension patients to improve prognosis and.
"
Data Scientist,Methods Business and Digital Technology,"£40,000 - £50,000 a year",Sheffield S1 2BJ,"
Produce high quality, efficient code for both data preparation and analysis, effectively collaborating with other data scientists to refine the approach.
"
Supply Chain Specialist - Data Science,WM Morrisons Supermarkets,,West Yorkshire,"
Supporting the data science team with data and basic modelling tasks including:
Creating data visualisations and possessing an understanding of how to display…
"
Data Scientist (Marketing Analytics),Twinkl,"£30,000 a year",Sheffield•Remote,"
SEMRush, SEOMonitor and other SEO-specific data sources.
Analytical mindset - as a consumer of data you’ll spend a lot of your time interpreting graphs, so a…
"
newData Scientist/ Senior Modelling Analyst,Oscar Technology,"£55,000 - £55,001 a year",Huddersfield,"
Ensure that data from all sources are stored correctly allowing easy access for current needs as well as future use.
Salary - Up to £55,000 plus 10% bonus.
"
newData Scientist,Lumilinks,"£30,000 - £45,000 a year",United Kingdom•Remote,"
This job would suit an entry level data engineer or analyst with 2-3 years strong SQL experience.
You must have a keen interest in analytics and data, be…
"
Text Analyst / Data Scientist,Health & Safety Executive,"£39,334 - £45,865 a year",Buxton•Remote,"
Previous experience as a text analyst, data scientist, or other similar role.
Have worked in a data science field for a minimum of two years.
"
Research Associate in Developing Data-Analytics/Visualisatio...,University of Sheffield,"£32,344 - £40,927 a year",Sheffield,"
Insight from data generated in experiments and/or the process digital twin.
Big-data analytics/visualisation tools to guide experimental efforts to synthesise…
"
Research Associate in Machine Learning for Medical Image Ana...,University of Sheffield,"£32,344 - £40,927 a year",Sheffield,"
Learning software tool on our large-scale cardiac MRI data from pulmonary hypertension patients to improve prognosis and.
"
Data Scientist,Methods Business and Digital Technology,"£40,000 - £50,000 a year",Sheffield S1 2BJ,"
Produce high quality, efficient code for both data preparation and analysis, effectively collaborating with other data scientists to refine the approach.
"
Supply Chain Specialist - Data Science,WM Morrisons Supermarkets,,West Yorkshire,"
Supporting the data science team with data and basic modelling tasks including:
Creating data visualisations and possessing an understanding of how to display…
"
Data Scientist (Marketing Analytics),Twinkl,"£30,000 a year",Sheffield•Remote,"
SEMRush, SEOMonitor and other SEO-specific data sources.
Analytical mindset - as a consumer of data you’ll spend a lot of your time interpreting graphs, so a…
"
newData Scientist/ Senior Modelling Analyst,Oscar Technology,"£55,000 - £55,001 a year",Huddersfield,"
Ensure that data from all sources are stored correctly allowing easy access for current needs as well as future use.
Salary - Up to £55,000 plus 10% bonus.
"
newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
Text Analyst / Data Scientist,Health & Safety Executive,"£39,334 - £45,865 a year",Buxton•Remote,"
Previous experience as a text analyst, data scientist, or other similar role.
Have worked in a data science field for a minimum of two years.
"
Research Associate in Developing Data-Analytics/Visualisatio...,University of Sheffield,"£32,344 - £40,927 a year",Sheffield,"
Insight from data generated in experiments and/or the process digital twin.
Big-data analytics/visualisation tools to guide experimental efforts to synthesise…
"
Research Associate in Machine Learning for Medical Image Ana...,University of Sheffield,"£32,344 - £40,927 a year",Sheffield,"
Learning software tool on our large-scale cardiac MRI data from pulmonary hypertension patients to improve prognosis and.
"
Data Scientist,Methods Business and Digital Technology,"£40,000 - £50,000 a year",Sheffield S1 2BJ,"
Produce high quality, efficient code for both data preparation and analysis, effectively collaborating with other data scientists to refine the approach.
"
Supply Chain Specialist - Data Science,WM Morrisons Supermarkets,,West Yorkshire,"
Supporting the data science team with data and basic modelling tasks including:
Creating data visualisations and possessing an understanding of how to display…
"
Data Scientist (Marketing Analytics),Twinkl,"£30,000 a year",Sheffield•Remote,"
SEMRush, SEOMonitor and other SEO-specific data sources.
Analytical mindset - as a consumer of data you’ll spend a lot of your time interpreting graphs, so a…
"
newData Scientist/ Senior Modelling Analyst,Oscar Technology,"£55,000 - £55,001 a year",Huddersfield,"
Ensure that data from all sources are stored correctly allowing easy access for current needs as well as future use.
Salary - Up to £55,000 plus 10% bonus.
"
newPython Backend Engineer - Machine Learning,Eligo Recruitment Ltd,"£50,000 - £70,000 a year",Birmingham•Remote,"
£50000 - £70000 per annum + PENSION, SHARES, BONUS.
100% Remote position currently, plan on occasional office work when safe to return, based on individuals.
"
Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
Data Science Manager,Datatech Analytics,,Birmingham,"
You will mine and analyse big data sets using data science techniques, and deliver appropriate outcomes for the business, whether analysis, modelling and/or…
"
newPython Backend Engineer - Machine Learning,Eligo Recruitment Ltd,"£50,000 - £70,000 a year",Birmingham•Remote,"
£50000 - £70000 per annum + PENSION, SHARES, BONUS.
100% Remote position currently, plan on occasional office work when safe to return, based on individuals.
"
Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
newData Scientist,Lumilinks,"£30,000 - £45,000 a year",United Kingdom•Remote,"
This job would suit an entry level data engineer or analyst with 2-3 years strong SQL experience.
You must have a keen interest in analytics and data, be…
"
AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
Data Science Manager,Datatech Analytics,,Birmingham,"
You will mine and analyse big data sets using data science techniques, and deliver appropriate outcomes for the business, whether analysis, modelling and/or…
"
newPython Backend Engineer - Machine Learning,Eligo Recruitment Ltd,"£50,000 - £70,000 a year",Birmingham•Remote,"
£50000 - £70000 per annum + PENSION, SHARES, BONUS.
100% Remote position currently, plan on occasional office work when safe to return, based on individuals.
"
Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
newData Scientist,Lumilinks,"£30,000 - £45,000 a year",United Kingdom•Remote,"
This job would suit an entry level data engineer or analyst with 2-3 years strong SQL experience.
You must have a keen interest in analytics and data, be…
"
AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
newData Scientist,Lumilinks,"£30,000 - £45,000 a year",United Kingdom•Remote,"
This job would suit an entry level data engineer or analyst with 2-3 years strong SQL experience.
You must have a keen interest in analytics and data, be…
"
AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
ML and AI Engineer,Nigel Frank International Limited,"£55,000 - £65,000 a year",Birmingham•Remote,"
Creating and utilising algorithms and models to mine big data stores, improve models, and clean data for uniformity and accuracy.
"
Global AI & IOT Offering Lead,Avanade,,Coventry,"
Working knowledge and experience of data science/AI practices and processes including building industry relevant data sets, machine learning, predictive…
"
Data Scientist,Industrious Recruitment Ltd,£16.14 - £19.69 an hour,Leamington Spa CV31,"
Extensive experience using databases and data analysis tools.
Significant experience processing large scientific data sets accurately.
"
Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
Lead Analytics Engineer,Codeweavers,,Stafford,"
Knowledge of data science practises.
Maintaining & improving the architecture of our data pipeline.
Working closely with your product delivery team, you will…
"
Senior AI/ML Engineer,Kainos,,Birmingham,"
Proficient applying mathematics principles to gain insight from data.
Experience in cleansing, filtering and re-factoring complex data from different sources.
"
AI/Machine Learning Specialist,Harnham,"£50,000 - £60,000 a year",Birmingham,"
Provide technical leadership on data ingestion from a variety of sources e.g. quantitative, qualitative for analytics, and insight.
"
Digital Media Analytics Manager,Harnham,"£50,000 - £68,000 a year",Birmingham,"
Leverage Data Science techniques to evaluate Digital Media performance; collating and mining data sets from a variety of sources using appropriate statistical…
"
HR Data Scientist,Jonathan Lee Recruitment Ltd,£28.11 an hour,Coventry,"
Drive the upskilling of HR colleagues in data understanding, interpretation and insights to enable effective data driven processes and decisions.
"
ML Engineer,Harnham,"£45,000 - £65,000 a year",Birmingham,"
Productionise tactical data feeds, including documentation, whilst actively identifying new data sources.
Experience in the big data domain.
"
newData Scientist,Lumilinks,"£30,000 - £45,000 a year",United Kingdom•Remote,"
This job would suit an entry level data engineer or analyst with 2-3 years strong SQL experience.
You must have a keen interest in analytics and data, be…
"
AI & ML Specialist,Harnham,"£55,000 - £65,000 a year",Birmingham,"
Mine and analyse huge data sets, working on a range of projects at any one time, leveraging advanced data science techniques.
"
Interactive AI Senior Specialist - Data & AI Solutions,Datatech Analytics,,Birmingham,"
Collaborate with multiple Customer Facing Units, technology, legal and R&D teams to ensure safe development of AI and data science applications, with…
"
"Cloud & Data Ops Engineer - Data Analytics, IT Business Serv...",Deloitte,,Birmingham,"
This will include ensuring appropriate data ownership and custodianship.
Your role will focus on helping our client-facing teams to architect and engineer a…
"
Senior Machine Learning Engineer,Harnham,"£65,000 - £75,000 a year",Birmingham,"
Collaborating with data scientists to build a machine learning environment.
Using your knowledge of data to develop big data solutions.
"
